Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
26113957,08/12/2013 09:21:31 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Farm Animal,Store,11232,874 39 STREET,39 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,09/11/2013 09:21:31 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 BROOKLYN,3009160034,BROOKLYN,985412,174765,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64636612220386,-73.99581267143688,"(40.64636612220386, -73.99581267143688)"
26116476,08/14/2013 11:29:14 AM,01/01/1900 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10458,2368 BATHGATE AVENUE,BATHGATE AVENUE,EAST 185 STREET,EAST 187 STREET,,,ADDRESS,BRONX,,N/A,Assigned,09/13/2013 11:29:14 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/16/2013 04:01:20 PM,06 BRONX,2030550002,BRONX,1014569,251245,PHONE,Unspecified,BRONX,,,,,,,,40.85623228392245,-73.89039910612739,"(40.85623228392245, -73.89039910612739)"
26122376,08/14/2013 07:06:33 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10031,533 WEST 152 STREET,WEST 152 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Open,09/13/2013 07:06:33 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,09 MANHATTAN,1020840114,MANHATTAN,999356,241708,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83009515180532,-73.94541441328707,"(40.83009515180532, -73.94541441328707)"
26136994,08/16/2013 01:43:30 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10471,4525 HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,MANHATTAN COLLEGE PARKWAY,WEST 246 STREET,,,ADDRESS,BRONX,,N/A,Assigned,09/15/2013 01:43:30 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/16/2013 04:00:18 PM,08 BRONX,2059090977,BRONX,1009550,264347,PHONE,Unspecified,BRONX,,,,,,,,40.89220903180295,-73.90849292062488,"(40.89220903180295, -73.90849292062488)"
26143067,08/13/2013 05:45:15 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10461,1832 TOMLINSON AVENUE,TOMLINSON AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,N/A,Open,09/12/2013 05:45:15 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,11 BRONX,2041320051,BRONX,1024970,249229,PHONE,Unspecified,BRONX,,,,,,,,40.85065712632865,-73.85281258414594,"(40.85065712632865, -73.85281258414594)"
26144098,08/13/2013 10:45:04 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10461,1832 TOMLINSON AVENUE,TOMLINSON AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,09/12/2013 10:45:04 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/13/2013 04:37:05 PM,11 BRONX,2041320051,BRONX,1024970,249229,PHONE,Unspecified,BRONX,,,,,,,,40.85065712632865,-73.85281258414594,"(40.85065712632865, -73.85281258414594)"
26147423,08/13/2013 05:51:31 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10461,1832 TOMLINSON AVENUE,TOMLINSON AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,N/A,Open,09/12/2013 05:51:31 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,11 BRONX,2041320051,BRONX,1024970,249229,PHONE,Unspecified,BRONX,,,,,,,,40.85065712632865,-73.85281258414594,"(40.85065712632865, -73.85281258414594)"
26147574,08/17/2013 07:24:46 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10031,533 WEST 152 STREET,WEST 152 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Open,09/16/2013 07:24:46 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,09 MANHATTAN,1020840114,MANHATTAN,999356,241708,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83009515180532,-73.94541441328707,"(40.83009515180532, -73.94541441328707)"
26163982,08/20/2013 08:00:53 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10009,393 EAST 8 STREET,EAST 8 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,N/A,Assigned,09/19/2013 08:00:53 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/20/2013 04:35:32 PM,03 MANHATTAN,1003780043,MANHATTAN,990741,203025,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72393105269553,-73.97658211361426,"(40.72393105269553, -73.97658211361426)"
26164010,08/20/2013 08:16:27 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10009,393 EAST 8 STREET,EAST 8 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,N/A,Open,09/19/2013 08:16:27 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1003780043,MANHATTAN,990741,203025,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72393105269553,-73.97658211361426,"(40.72393105269553, -73.97658211361426)"
26173529,08/21/2013 12:25:30 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10314,107 MARGARETTA COURT,MARGARETTA COURT,WESTCOTT BOULEVARD,JEWETT AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,09/20/2013 12:25:30 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/21/2013 03:55:06 PM,01 STATEN ISLAND,5003760157,STATEN ISLAND,948327,164350,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61770640357409,-74.12939490045474,"(40.61770640357409, -74.12939490045474)"
26183339,08/23/2013 12:58:01 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10310,178 GREENLEAF AVENUE,GREENLEAF AVENUE,FOREST AVENUE,ARTHUR COURT,,,ADDRESS,STATEN ISLAND,,N/A,Open,09/22/2013 12:58:01 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 STATEN ISLAND,5003520061,STATEN ISLAND,949127,167451,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62622119989057,-74.12652943303313,"(40.62622119989057, -74.12652943303313)"
26184991,08/23/2013 10:43:09 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10009,393 EAST 8 STREET,EAST 8 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,N/A,Open,09/22/2013 10:43:09 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1003780043,MANHATTAN,990741,203025,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72393105269553,-73.97658211361426,"(40.72393105269553, -73.97658211361426)"
26193117,08/25/2013 02:27:14 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11356,13-34 138 STREET,138 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,COLLEGE POINT,,N/A,Assigned,09/24/2013 02:27:14 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/26/2013 04:16:27 PM,07 QUEENS,4040180022,QUEENS,1031030,226064,PHONE,Unspecified,QUEENS,,,,,,,,40.787045814262015,-73.83106950210336,"(40.787045814262015, -73.83106950210336)"
26196380,08/26/2013 11:11:16 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11236,1016 EAST 100 STREET,EAST 100 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/25/2013 11:11:16 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/26/2013 04:17:02 PM,18 BROOKLYN,3082260046,BROOKLYN,1013106,173585,PHONE,Unspecified,BROOKLYN,,,,,,,,40.643080344912825,-73.89602097136543,"(40.643080344912825, -73.89602097136543)"
26197111,08/26/2013 02:50:11 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10456,881 CAULDWELL AVENUE,CAULDWELL AVENUE,EAST 161 STREET,EAST 163 STREET,,,ADDRESS,BRONX,,N/A,Open,09/25/2013 02:50:11 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 BRONX,2026270052,BRONX,1009916,238899,PHONE,Unspecified,BRONX,,,,,,,,40.82236087678639,-73.90726658247142,"(40.82236087678639, -73.90726658247142)"
26199824,08/26/2013 02:36:52 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10456,881 CAULDWELL AVENUE,CAULDWELL AVENUE,EAST 161 STREET,EAST 163 STREET,,,ADDRESS,BRONX,,N/A,Assigned,09/25/2013 02:36:52 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",08/26/2013 04:17:02 PM,03 BRONX,2026270052,BRONX,1009916,238899,PHONE,Unspecified,BRONX,,,,,,,,40.82236087678639,-73.90726658247142,"(40.82236087678639, -73.90726658247142)"
26210390,08/28/2013 02:06:35 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11379,65-42 80 STREET,80 STREET,DRY HARBOR ROAD,JUNIPER VALLEY ROAD,,,ADDRESS,MIDDLE VILLAGE,,N/A,Assigned,09/27/2013 02:06:35 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/04/2013 04:23:47 PM,05 QUEENS,4030420021,QUEENS,1019660,200525,ONLINE,Unspecified,QUEENS,,,,,,,,40.71700067259815,-73.87226291524797,"(40.71700067259815, -73.87226291524797)"
26240685,09/02/2013 12:31:25 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11232,131 23 STREET,23 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/02/2013 12:31:25 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/04/2013 04:20:29 PM,07 BROOKLYN,3006450066,BROOKLYN,984743,180612,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66241492221774,-73.99822302095852,"(40.66241492221774, -73.99822302095852)"
26249633,09/03/2013 11:43:40 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10302,945 POST AVENUE,POST AVENUE,SIMONSON PLACE,DECKER AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,10/03/2013 11:43:40 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/04/2013 04:19:21 PM,01 STATEN ISLAND,5010270026,STATEN ISLAND,947509,169513,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.631874386153434,-74.13236944023406,"(40.631874386153434, -74.13236944023406)"
26254384,09/04/2013 01:46:11 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11370,30-01 84 STREET,84 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,EAST ELMHURST,,N/A,Assigned,10/04/2013 01:46:11 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/04/2013 04:21:34 PM,03 QUEENS,4013820005,QUEENS,1016242,216680,PHONE,Unspecified,QUEENS,,,,,,,,40.761355120041635,-73.8845160721124,"(40.761355120041635, -73.8845160721124)"
26266997,09/06/2013 09:50:39 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10307,42 HOPPING AVENUE,HOPPING AVENUE,BEND,PATTEN STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,10/06/2013 09:50:39 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/06/2013 03:54:26 PM,03 STATEN ISLAND,5080320037,STATEN ISLAND,914117,125135,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.50986452702647,-74.25221234947621,"(40.50986452702647, -74.25221234947621)"
26267221,09/06/2013 01:59:19 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11356,12-18 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,COLLEGE PLACE,13 AVENUE,,,ADDRESS,COLLEGE POINT,,N/A,Assigned,10/06/2013 01:59:19 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",09/06/2013 03:54:24 PM,07 QUEENS,4040420093,QUEENS,1026978,226096,PHONE,Unspecified,QUEENS,,,,,,,,40.78715416467875,-73.84570172468692,"(40.78715416467875, -73.84570172468692)"
